,original_idx,text
303,303,"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica! E eu apoio."
304,304,"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!"
305,305,"Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta."
306,306,"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!"
307,307,"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta"
308,308,achas? fufas são useless
309,309,"A linda foi colocar no soneca e desligou o despertador, muito inteligente"
310,310,É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...
311,311,Ex: Só hj percebi que vc que é Promoter do Comunidade Morango. Ainda tô tentando descobrir quem é tua sócia.. #tofalando
312,312,"OI! Sugeri um JV e ninguém me deu bola... tá afim? vc te mais moral que eu, vem mais gente. rsrsrs"
313,313,"A lista de talentos de uma feminista, clique aqui para visualizar"
314,314,xeque-mate é filmaço!
315,315,"a lógica coxinha é:
eu amo o cunha
mas agora q ele foi afastado é ladrao
mas impediram o impeachment!!!
volta cunha!!!"
316,316,A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais...
317,317,A luta continua #orgulhohetero !
318,318,a maconha que te faz rir é a mesma que faz sua mãe chorar
319,319,"16:18 AMADO BATISTA TIRA O 38 DA CINTURA DÁ 3 TIROS PRO ALTO E GRITA 'BOLSONARO 2.018' MUITOS APLAUSOS, ALGUMAS VAIAS"
320,320,"A mãe da Maddie vai concorrer ao 'Britain's Got Talent'.
Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida"
321,321,"A mãe do nóia disse que quer justiça
Fácil, prende ela"
322,322,'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade
323,323,a maior diferença entre os criminosos e as outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos
324,324,a maioria das pessoas só estão vivas porque é ilegal atirar nelas
325,325,A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..
326,326,eu acho q vc só fala bosta
327,327,se vc acha que é racismo me processa
328,328,medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?
329,329,"não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento"
330,330,ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma
331,331,opinião tb dá cadeia cuidado aí fiota
332,332,uma branca não concorda que uma negra se ofenda com o racismo q só ela sente e vc quer que eu leve sua opinião em consideração
333,333,"gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais"
334,334,"Amanhã em Angola é feriado, porque é que aqui também não é?"
335,335,"Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública."
336,336,A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidade
337,337,"amante de homem fudido é ser burra duas vezes - pepita, mulher"
338,338,"A Maria Vieira é livre: pensa pela sua cabeça!
Ana Bola é produto do lixo do sistema e por isso tem emprego.
Força, _"
339,339,"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _"
340,340,"A menina acorda às 6, vai pro trabalho, sai às 18, vai pra faculdade, chega em casa às 11, qdo ela vencer na vida, foi graças ao feminismo"
341,341,"América-MG, olha oq o senhor fez, coelho safado"
342,342,Americanos são amplamente contra cidades santuário'
343,343,A mídia DE NOTÍCIAS FALSAS desconhece a verdade deliberadamente. Grande perigo ao país. O falido virou pia _
344,344,A mídia de notícias falsas está insana com suas teorias conspiratórias e ódio cego. & são inassistíveis _
345,345,"A mídia de NOTÍCIAS FALSAS (os falidos , , , , ) não é minha inimiga, mas sim inimiga d _"
346,346,A mídia de NOTÍCIAS FALSAS que inventa histórias e 'fontes' é mais eficaz que os democratas desmoralizados - mas is _
347,347,"A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,..."
348,348,A mídia não reportou que a Dívida Nacional no meu primeiro mês abaixou $12 bilhões vs. um aumento de $200 bilhões no primeiro mês de Obama.
349,349,"amiga, pode me chamar do que quiser! Quero ver refutar o que falei com fatos, lógica e verdades!"
350,350,"Amigo, acredite, vc pode cortar seu pau fora em defesa do feminismo, que nem assim seu discurso de feministo vai te garantir uma foda hoje.."
351,351,Amigo de Israel: PROIBIÇÃO MUNDIAL de críticas ao Islão no Facebook...
352,352,Amigos!!! Acabei de fazer estes 'terrários' para minha cunhada Vanessa Alves Scarpim.o que acharam? Que pena que...
353,353,a mina é tão gorda quem nem a indireta que mandei pra ela serviu
354,354,A mina não aguenta pronunciar o alfabeto inteiro sem respirar e quer pregar q gordofobia mata...
355,355,"A minha avó morreu há mais de 10 anos e consegue ser mais mexida e emocionante que esta final da Taça da Liga
#TacaCTT"
356,356,A minha casa não aceita refugiados aka Mónica
357,357,'A minha forma de brincar é dizer a verdade. É a brincadeira mais engraçada do mundo.' #MulherDeVerdade
358,358,A minha mãe quer expulsar-me de casa pq aqui não existem 'fufas' adoro a minha família
359,359,A mitológica e desconhecida diferença entre imigrante ilegal e turista
360,360,A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _
361,361,"o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá"
362,362,"Amo mesmo chamar atenção pro meu corpo, tenho ele pra mostrar não é, então mostro mesmo e esbanjo mesmo, não sou ob _"
363,363,"amo os negros são tao gnt boa, é uma pena q pararam de vender"
364,364,"Constituição de 1932. Porra, nem minha bisavó era nascida em 32. #quequeeutenhoavercomisso"
365,365,"Eu tb, mas, sou uma futurarecemsolteiraaindaapaixonada #foda rs"
366,366,"Excelente, parabéns! E que venham as mudanças! www.morangoexpress.blogspot.com/"
367,367,"Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau"
368,368,"hahahaha, #brincadeirinhaboba rs tb acho"
369,369,"Hello, pois é, mas, estava interagindo... thudhu bom ?"
370,370,"Normalll.. imagina a situação da pssoa tb ne, fodas..."
371,371,"Own gata, depende só de mim não.. nem dela.. mas, vamos ver o que o futuro nos reserva... E tu? és solteira???"
372,372,"Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé"
373,373,Tb soninho.. e eis que trabalho amanhã. hj é feriado em sampa e tb trabalho rs affff rs
374,374,"Uma galera que se reuniu contra o governo intransigente de Vargas. Oficialmente min 800 pssoas morreram, cidades bombardeadas"
375,375,AMore Ajuda a divulgar: O primeiro livro da 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com
376,376,"Amores, pra quem gosta de boa leitura. E até pra quem não gosta, #superindico, da http://aescritoraeomusico.blogspot.com/"
377,377,"Amor próprio e liberdade foram o mote da campanha da Insecta Shoes para o Dia Internacional da Mulher, que contou..."
378,378,nossa que estranho
379,379,"'A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto.' #MulherDeVerdade"
380,380,"A mulher é deposta do cargo por MAQUIAR BALANÇO PÚBLICO e quer se candidatar!! 
Só o Brasil mesmo pra permitir ess _"
381,381,A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR
382,382,A mulher é física nuclear cara... oq ela tá fazendo na cozinha? #masterchefBR
383,383,"A mulher eh mega inteligente, tem doutorado ate na casa do caraí e cozinha bem, porra #MasterChefBR"
384,384,"A mulher é muito nerd. Vai fazer experimentos esquisitos na cozinha, se passar #MasterChefBR"
385,385,"'A mulher - é o anjo e o diabo num só corpo.'
#MulherDeVerdade"
386,386,"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _"
387,387,"A mulher é posdoctor nas fisica, pesquisadora e ainda arraza na cozinha uma mulher dessas bicho #MasterChefBR"
388,388,"A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem"
389,389,A mulher já vai ter uma vantagem na cozinha só por conhecer as coisas da física #MasterChefBR
390,390,A mulher mais burra do brasil
391,391,"a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra"
392,392,"'A mulher tem que ser o que ela quiser'
MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA"
393,393,'A mulher tem uma única via para superar o homem: ser mais mulher a cada dia.' #MulherDeVerdade
394,394,"A música não tem cores, nem classes é para todos.
Um simples projeto que muda a vida de muitas pessoas."
395,395,"Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem"
396,396,"zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série"
397,397,eu só consigo lembrar das campanhas #meuamigosecreto e #meuprimeiroassédio. me sinto mt lixo humano por ver gente falando de
398,398,"sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo"
399,399,o Bolsonaro coloca milhares de pessoas em Aeroporto
400,400,"Sorria, nossa querida musa da direita !"
401,401,então achar gorda feia é falta de autoestima? Ataaaa
402,402,"A NASA ACHOU MAIS 7 PLANETAS 
E VOCÊ AI, QUE NÃO CONSEGUE ACHAR UM SÓ EMPREGO"
403,403,não tinha visto a votação. Já vou votar. Espera que a contagem dos votos não seja como em Angola
404,404,a natureza é mesmo perfeita... olha esses filhotes nascendo *___* quantos RTs essa mamãe merece hein? http://t.co/5NMQ2WSY
405,405,"ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR. ANDA ENGOLINDO MUITA COISA ULTIMAMENTE. O QUE IMPORTA É SER FELIZ! 
ABRAÇO #PAZ"
406,406,"Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.
JURO!
Vou jogar no Euromilhões"
407,407,"Andréia Sadi, reporter da GloboNews, agredida por marmanjos militantes de esquerda na coletiva pós-derrota do Hadda _"
408,408,"são irônicos e se você concorda com algum, reveja seus conceitos <3"
409,409,A pimenta comentada na estrevista: http://twitpic.com/1o2bln
410,410,Hj tdo mundo preoc c uma colega no escrit que eu sabia q tinha ido fazer entrevista. Eu disfarçando e fazendo a preocupada!
411,411,"Ixi, nêga, tá em Sampa não? Aqui tá um dia lindo.. Nem sei que tô fazendo em casa acompanhada de uma colica danada.. =)"
412,412,Lindo inclusive! Intrigante! Isso é massa!
413,413,"NUsssss, magavilha, heinnn. MAssa esse promo!"
414,414,"Taí.. qria um picolé de carambola. Ou Jambo. #recifefeelings... Mas, o dia, hj, mto trab. E a noite? 'A solidão é fera...'"
415,415,sai sapatão incubada
416,416,Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh
417,417,#Angola «ANGOLA. 'Se é possível produzir um cartão eleitoral fiável porque não conceder também bilhete de...
418,418,Angola é um drama e não uma comédia...
419,419,"Por algum motivo já pensei 'deve ser de Cabo Verde'
Porque Cabo Verde? Não sei.
A propósito, fui o _"
420,420,"Angola vs Mali
PSG vs Barcelona 
Mera consciência ou será que Angola não é a única equipa fraca????"
421,421,"sua vida e babar o ovo da Bia , e a bia e feia e gorda !"
422,422,"Miga, dá uma fuçada lá, primeiro livro da minha amiga www.aescritoraeomusico.blogspot.com (eu reviso)"
423,423,"Nossa, ta chiques rs.. mtos contatos hahaah ta boa?"
424,424,Num dá vontade de fazer um comentário desaforado pra essa menina? http://twitpic.com/23v6gt Acho que vou fazer!
425,425,Tá no msn????
426,426,Tem galinha gisada? ahhh me convidaaaaaaaaaaaa rsrs #saudadedepernambuco
427,427,vixi as tretas
428,428,virou fiscal de piada agora? manda a multa la pra casa
429,429,13 anos de PT levou o Brasil a pior crise economica da história do nosso país ...e os doentes esquerdistas vão dize _
430,430,"4 anos de #TheNoite
Lembro que eu era casado qdo era o finado Agora é tarde e eu ouvia pela band fm pq minha ex-mulher não gostava do Danilo"
431,431,"4 ANOS QUE O CHORÃO MUDOU DE BANDA
TROCOU O CHARLI BRAU JR PELO SEPULTURA
 #PAZ"
432,432,"A nossa Nação é a nossa 'casa', correcto?
E as casas têm portas, não é verdade?
Então?
#ForçaTrump"
433,433,"'21 anos sem Mamonas Assassinas'
SE ELES FOSSEM VIVOS VOCÊ ESTARIA FAZENDO TEXTÃO ACUSANDO OS CARA DE MACHISMO, HOMOFOBIA, RACISMO ETC"
434,434,A notícia é velha mas o preconceito está sempre presente
435,435,Ansioso para o comício na Flórida amanhã. Grande multidão à vista!
436,436,Ansioso para ver a página do Facebook do fora do ar!!! Ajude com sua denuncia. http://t.co/QwYFoWjp
437,437,"Antes de irem atrás de notícia requentada, desonesta intelectualmente da assista este vídeo do _"
438,438,"Antes do 'Overdose de Tourette' chegar à vossa cidade decidimos apresentar-nos um pouco melhor.
Eis Manel Cardoso."
439,439,antigamente ninguém se ofendia
440,440,"Senhor Primeiro Ministro, corte nas gorduras do Estado e nas mordomias para os dirigentes. Isso, sim!"
441,441,"Então, viva o PNR, certo, sr. Primeiro Ministro? :)"
442,442,só pode estar a gozar com as pessoas! 'Homofobia'? É a selvajaria islâmica que tanto gosta importar!
443,443,Angola não wi
444,444,"Ao contrário do Sistema, o #PNR defende as forças da ordem e a segurança.
#GuardaPrisional #PSP"
445,445,"AO90: crime e traição à nossa identidade.
O #PNR sempre foi contra. Há que desobedecer a tal estupidez!"
446,446,"'Ao longo de sua história tem defendido o estado democrático de direito' mas só para o lado esquerdista. OAB - SP, _"
447,447,"Ao mestre com carinho...Luiz Carlos Alborghetti (12/02/1945-9/12/2009): jornalista, radialista com culhões e R.I.P.!"
448,448,"A opinião deste tal juiz, que praticamente impede que as forças de segurança do nosso país funcionem, é ridícula e _"
449,449,A organizadora da Marcha Da Mulher nos EUA é a favor da implantação da SHARIA no país. E tem ligação com o Hamas.
450,450,"aos mariquinhas que passam o dia twittando, eu voltei."
451,451,Aos poucos vamos acabando com essa tentativa de destruir nossa democracia.#ForaComunismo
452,452,"A outra lá fica de cara feia. Aí se abre toda com a droga do sertanejo. Mulher burra, viu? #bbb17"
453,453,AO VIVO Declaração Conjunta do Presidente Trump e Primeiro Ministro Shinzo Abe:
454,454,apagão no nordeste e só agora fui descobrir que lá tinha energia elétrica kkkkk
455,455,"Aparentemente, as 592 páginas do livro de Cavaco Silva contêm mais enxofre do que os armazéns da Sapec, em Setúbal..."
456,456,"'aparentemente sem ligações terroristas' 
Mas não vêem que o Islão contém o ovo da serpente? Terrorista ou não, de _"
457,457,"A partir do momento q vc ri d piada d loira, português, gaucho vc perde o direito d se ofender c qualqer outro tipo de piada! Danilo Gentili"
458,458,"'Apenas uma brincadeira', dizem"
459,459,Apesar de não gostar de fazer malas fazer a mala para Angola a esta altura do ano vai bater pq só vai entrar roupa de verão
460,460,"Apesar de serem da Australia, AC/DC é uma banda de homens de verdade!"
461,461,"apesento-lhes novo recurso muito usado na internet hj em dia
 I R O N I A"
462,462,"A petição que pede a despenalização da #eutanásia foi aprovado por unanimidade, na comissão parlamentar. Vergonha!"
